Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.5-23.50.75.27-57984-80-6,192.168.10.5,57984,23.50.75.27,80,6,4/7/2017 2:28,72,2,0,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,72,72,0,72,72,0,0,0,0,0,0,0,0,0,40,0,27777.77778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42042-443-6,192.168.10.16,42042,199.244.48.55,443,6,7/7/2017 3:30,143435,49,58,1325,108751,570,0,27.04081633,108.0950506,2896,0,1875.017241,894.59136,767427.7547,745.9825008,1353.160377,5106.702298,23560,2,143297,2985.354167,7399.771743,24185,2,120520,2114.385965,6301.928689,24417,2,0,0,0,0,1264,1864,341.6181546,404.3643462,0,2896,1019.222222,1135.376436,1289079.651,0,0,0,1,0,0,0,0,1,1028.747664,27.04081633,1875.017241,1264,0,0,0,0,0,0,49,1325,58,108751,29200,61,30,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-2796-17,192.168.10.19,2796,192.168.10.3,53,17,5/7/2017 1:52,990,2,2,72,328,36,36,36,0,164,164,164,0,404040.404,4040.40404,330,564.6485633,982,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,2020.20202,2020.20202,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109,36,164,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.8-53-62925-17,192.168.10.8,62925,192.168.10.3,53,17,7/7/2017 2:13,120674,2,2,76,178,38,38,38,0,89,89,89,0,2104.844457,33.1471568,40224.66667,69665.10421,120667,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,16.5735784,16.5735784,38,89,58.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,73,38,89,40,0,0,0,0,0,0,2,76,2,178,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60184-17,192.168.10.3,60184,192.168.10.1,53,17,7/7/2017 4:52,48907,1,1,47,126,47,47,47,0,126,126,126,0,3537.325945,40.89394156,48907,0,48907,48907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,20.44697078,20.44697078,47,126,73.33333333,45.61067127,2080.333333,0,0,0,0,0,0,0,0,1,110,47,126,20,0,0,0,0,0,0,1,47,1,126,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-56507-17,192.168.10.15,56507,192.168.10.3,53,17,4/7/2017 4:19,170,2,2,94,126,47,47,47,0,63,63,63,0,1294117.647,23529.41176,56.66666667,58.10622457,119,4,4,4,0,4,4,47,47,0,47,47,0,0,0,0,64,64,11764.70588,11764.70588,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47,63,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.17-53-8301-17,192.168.10.17,8301,192.168.10.3,53,17,4/7/2017 3:24,218,2,2,86,168,43,43,43,0,84,84,84,0,1165137.615,18348.62385,72.66666667,120.6662063,212,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9174.311927,9174.311927,43,84,59.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,74.25,43,84,64,0,0,0,0,0,0,2,86,2,168,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60325-17,192.168.10.3,60325,192.168.10.1,53,17,3/7/2017 9:25,498564,1,1,47,171,47,47,47,0,171,171,171,0,437.2557987,4.011521089,498564,0,498564,498564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2.005760544,2.005760544,47,171,88.33333333,71.59143338,5125.333333,0,0,0,0,0,0,0,0,1,132.5,47,171,32,0,0,0,0,0,0,1,47,1,171,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-37612-27000-6,172.16.0.1,37612,192.168.10.50,27000,6,7/7/2017 2:54,60,1,1,0,6,0,0,0,0,6,6,6,0,100000,33333.33333,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,16666.66667,16666.66667,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.8-199.38.164.54-50476-80-6,192.168.10.8,50476,199.38.164.54,80,6,6/7/2017 10:49,11046219,6,5,717,776,693,0,119.5,280.966724,764,0,155.2,340.3427684,135.1593699,0.995815853,1104621.9,3070455.391,9800609,1,11000000,2209242.2,4263286.605,9800609,310,11000000,2755807.25,4862436.033,10000000,2343,0,0,0,0,132,120,0.543172284,0.45264357,0,764,124.4166667,282.5865783,79855.17424,0,0,0,1,0,0,0,0,0,135.7272727,119.5,155.2,132,0,0,0,0,0,0,6,717,5,776,8192,8316,5,20,242833,0,242833,242833,9800609,0,9800609,9800609,BENIGN
151.101.210.58-192.168.10.17-443-42076-6,151.101.210.58,443,192.168.10.17,42076,6,6/7/2017 9:19,6,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,5166666.667,333333.3333,6,0,6,6,6,6,0,6,6,0,0,0,0,0,1,0,0,0,64,0,333333.3333,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,65,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-41532-1121-6,172.16.0.1,41532,192.168.10.50,1121,6,7/7/2017 2:55,39,1,1,0,6,0,0,0,0,6,6,6,0,153846.1538,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25641.02564,25641.02564,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.8-104.97.137.120-2086-443-6,192.168.10.8,2086,104.97.137.120,443,6,6/7/2017 4:34,115356525,27,26,845,23478,358,0,31.2962963,78.09058587,2920,0,903,1094.323426,210.8506649,0.459445185,2218394.712,4111207.754,9991417,3,115000000,4436789.423,4957311.999,10000000,3,110000000,4417659.08,5077285.192,10000000,160,0,0,0,0,552,664,0.234056981,0.225388204,0,2920,450.4259259,872.7371301,761670.0982,0,0,0,1,0,0,0,0,0,458.9245283,31.2962963,903,552,0,0,0,0,0,0,27,845,26,23478,8192,980,26,20,67225.90909,91977.69371,344549,39380,9972894.818,57224.37088,9991417,9800593,BENIGN
192.168.10.14-64.4.54.253-50626-443-6,64.4.54.253,443,192.168.10.14,50626,6,6/7/2017 3:40,48,1,1,6,6,6,6,6,0,6,6,6,0,250000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,513,256,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-50497-17,192.168.10.15,50497,192.168.10.3,53,17,7/7/2017 12:55,194,2,2,60,264,30,30,30,0,132,132,132,0,1670103.093,20618.5567,64.66666667,109.4090185,191,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,40,40,10309.27835,10309.27835,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-56002-17,192.168.10.15,56002,192.168.10.3,53,17,6/7/2017 9:14,154,2,2,80,112,40,40,40,0,56,56,56,0,1246753.247,25974.02597,51.33333333,50.083264,103,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12987.01299,12987.01299,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-23.194.141.247-36185-443-6,23.194.141.247,443,192.168.10.17,36185,6,3/7/2017 3:54,217,2,1,31,6,31,0,15.5,21.92031022,6,6,6,0,170506.9124,13824.88479,108.5,34.64823228,133,84,217,217,0,217,217,0,0,0,0,0,1,0,0,0,64,20,9216.589862,4608.294931,0,31,17,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-38330-80-6,172.16.0.1,38330,192.168.10.50,80,6,5/7/2017 10:26,63144919,7,0,0,0,0,0,0,0,0,0,0,0,0,0.110856109,10500000,11900000,32100000,997246,63100000,10500000,11900000,32100000,997246,0,0,0,0,0,0,0,0,0,280,0,0.110856109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009386,0,7009386,7009386,18700000,12300000,32100000,8007987,DoS Slowhttptest
172.217.6.194-192.168.10.16-443-56446-6,192.168.10.16,56446,172.217.6.194,443,6,5/7/2017 3:10,201,1,1,0,0,0,0,0,0,0,0,0,0,0,9950.248756,201,0,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4975.124378,4975.124378,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1016,400,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-48560-51493-6,172.16.0.1,48560,192.168.10.50,51493,6,7/7/2017 2:55,10,1,1,0,6,0,0,0,0,6,6,6,0,600000,200000,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,100000,100000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
192.168.10.3-192.168.10.9-53-53170-17,192.168.10.9,53170,192.168.10.3,53,17,5/7/2017 11:53,60984,2,2,68,138,34,34,34,0,69,69,69,0,3377.935196,65.59097468,20328,35164.10238,60932,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,32.79548734,32.79548734,34,69,48,19.17028951,367.5,0,0,0,0,0,0,0,0,1,60,34,69,40,0,0,0,0,0,0,2,68,2,138,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
157.240.18.15-192.168.10.8-443-61621-6,192.168.10.8,61621,157.240.18.15,443,6,5/7/2017 4:27,119243169,15,15,865,5330,223,0,57.66666667,79.15325701,3487,0,355.3333333,890.2964728,51.95266154,0.251586739,4111833.414,15000000,58600000,1,119000000,8517369.143,21100000,58600000,49,119000000,8514879.857,21100000,58600000,3,0,0,0,0,348,312,0.125793369,0.125793369,0,3487,199.8387097,629.5583159,396343.6731,0,0,0,1,0,0,0,0,1,206.5,57.66666667,355.3333333,348,0,0,0,0,0,0,15,865,15,5330,8192,123,11,20,1234784.5,1559998.475,2337870,131699,58300000,398282.1371,58600000,58000000,BENIGN
192.168.10.8-192.168.10.12-61350-5906-6,192.168.10.8,61350,192.168.10.12,5906,6,6/7/2017 3:37,88,2,2,4,12,2,2,2,0,6,6,6,0,181818.1818,45454.54545,29.33333333,18.47520861,40,8,48,48,0,48,48,48,48,0,48,48,0,0,0,0,48,40,22727.27273,22727.27273,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2,6,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.51-53-14091-17,192.168.10.51,14091,192.168.10.3,53,17,6/7/2017 2:00,50037,2,2,62,94,31,31,31,0,47,47,47,0,3117.692907,79.94084378,16679,28843.85127,49985,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,40,39.97042189,39.97042189,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60493-17,192.168.10.3,60493,192.168.10.1,53,17,6/7/2017 12:14,76843,1,1,58,124,58,58,58,0,124,124,124,0,2368.465573,26.02709421,76843,0,76843,76843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.0135471,13.0135471,58,124,80,38.10511777,1452,0,0,0,0,0,0,0,0,1,120,58,124,20,0,0,0,0,0,0,1,58,1,124,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-54880-80-6,172.16.0.1,54880,192.168.10.50,80,6,7/7/2017 3:58,849008,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,13701.87325,9.422761623,121286.8571,320504.2277,848122,3,682,341,367.6955262,601,81,848964,212241,423920.7667,848122,3,0,0,0,0,72,112,3.533535609,5.889226014,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
192.168.10.9-54.209.201.101-7821-80-6,192.168.10.9,7821,54.209.201.101,80,6,4/7/2017 3:09,60778213,10,10,459,314,453,0,45.9,143.0411363,314,0,31.4,99.29551853,12.71837328,0.329065285,3198853.316,4724216.597,10000000,74,60400000,6706321,4953396.488,10100000,776,60700000,6747540.222,4955821.048,10100000,1075,0,0,0,0,212,204,0.164532643,0.164532643,0,453,36.80952381,117.3365327,13767.8619,0,0,0,1,0,0,0,0,1,38.65,45.9,31.4,212,0,0,0,0,0,0,10,459,10,314,8192,30016,7,20,93584.16667,105961.4699,309877,50181,9965897.333,81165.18602,10000000,9800486,BENIGN
172.16.0.1-192.168.10.50-39318-80-6,172.16.0.1,39318,192.168.10.50,80,6,5/7/2017 10:44,83965104,10,6,360,11595,360,0,36,113.8419958,7240,0,1932.5,2695.639126,142.3805775,0.190555353,5597673.6,21400000,83000000,0,84000000,9329395.889,27600000,83000000,0,8634,1726.8,3580.337791,8131,75,0,0,0,0,336,200,0.119097095,0.071458257,0,7240,703.2352941,1775.917211,3153881.941,0,0,0,0,1,0,0,0,0,747.1875,36,1932.5,336,0,0,0,0,0,0,10,360,6,11595,251,235,1,32,975,0,975,975,83000000,0,83000000,83000000,DoS Hulk
192.168.10.3-192.168.10.8-53-64275-17,192.168.10.8,64275,192.168.10.3,53,17,5/7/2017 9:35,138,2,2,62,94,31,31,31,0,47,47,47,0,1130434.783,28985.50725,46,74.47818473,132,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,14492.75362,14492.75362,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,40,0,0,0,0,0,0,2,62,2,94,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
182.22.83.252-192.168.10.12-443-54284-6,192.168.10.12,54284,182.22.83.252,443,6,3/7/2017 9:18,9737120,12,11,749,5336,432,0,62.41666667,132.1950751,1448,0,485.0909091,605.5001989,624.9281102,2.362094747,442596.3636,1888205.409,8891675,0,845442,76858.36364,74046.43125,187957,0,9549314,954931.4,2791299.81,8891694,2,0,0,0,0,392,360,1.232397259,1.129697488,0,1448,253.5416667,463.9588605,215257.8243,0,0,0,1,0,0,0,0,0,264.5652174,62.41666667,485.0909091,392,0,0,0,0,0,0,12,749,11,5336,29200,33,3,32,845442,0,845442,845442,8891675,0,8891675,8891675,BENIGN
172.16.0.1-192.168.10.50-58673-80-6,172.16.0.1,58673,192.168.10.50,80,6,7/7/2017 4:02,10108732,4,0,24,0,6,6,6,0,0,0,0,0,2.374185012,0.395697502,3369577.333,5835429.591,10100000,4,10100000,3369577.333,5835429.591,10100000,4,0,0,0,0,0,0,0,0,0,80,0,0.395697502,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,981,0,981,981,10100000,0,10100000,10100000,DDoS
192.168.10.19-104.79.144.70-59851-443-6,192.168.10.19,59851,104.79.144.70,443,6,7/7/2017 2:18,115562050,25,23,683,11752,308,0,27.32,75.42475279,1448,0,510.9565217,664.0960006,107.6045293,0.415361271,2458767.021,4277196.153,10000000,3,116000000,4815085.417,5004468.67,10000000,3,111000000,5034926.955,5129002.95,10000000,48,0,0,0,0,808,744,0.216333995,0.199027276,0,1448,253.7755102,514.513778,264724.4277,0,0,0,1,0,0,0,0,0,259.0625,27.32,510.9565217,808,0,0,0,0,0,0,25,683,23,11752,29200,1006,4,32,56304.90909,79555.37454,296173,32080,10000000,5885.314571,10000000,9996224,BENIGN
172.16.0.1-192.168.10.50-59762-80-6,172.16.0.1,59762,192.168.10.50,80,6,5/7/2017 10:57,85814315,6,5,330,11595,330,0,55,134.7219359,5792,0,2319,3170.403917,138.9628292,0.128183742,8581431.5,27100000,85700000,19,85700000,17100000,38300000,85700000,238,142395,35598.75,62083.02472,128205,53,0,0,0,0,200,168,0.069918405,0.058265337,0,5792,993.75,2243.233872,5032098.205,0,0,0,0,1,0,0,0,0,1084.090909,55,2319,200,0,0,0,0,0,0,6,330,5,11595,274,235,1,32,481,0,481,481,85700000,0,85700000,85700000,DoS Hulk
192.168.10.1-192.168.10.3-53-60227-17,192.168.10.3,60227,192.168.10.1,53,17,5/7/2017 2:21,76980857,2,2,85,161,46,39,42.5,4.949747468,90,71,80.5,13.43502884,3.195599654,0.05196097,25700000,44400000,76900000,23434,77000000,77000000,0,77000000,77000000,76900000,76900000,0,76900000,76900000,0,0,0,0,52,60,0.025980485,0.025980485,39,90,57,22.66053839,513.5,0,0,0,0,0,0,0,0,1,71.25,42.5,80.5,52,0,0,0,0,0,0,2,85,2,161,-1,-1,1,20,59065,0,59065,59065,76900000,0,76900000,76900000,BENIGN
192.168.10.16-23.54.187.27-41736-80-6,192.168.10.16,41736,23.54.187.27,80,6,7/7/2017 11:36,6014442,3,1,0,0,0,0,0,0,0,0,0,0,0,0.665065853,2004814,3450422.712,5988992,31,6014442,3007221,4216860.988,5988992,25450,0,0,0,0,0,0,0,0,0,104,40,0.49879939,0.166266463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-59252-80-6,172.16.0.1,59252,192.168.10.50,80,6,5/7/2017 10:48,100126846,8,6,325,11595,325,0,40.625,114.9048519,5792,0,1932.5,2179.547086,119.0489911,0.139822641,7702065.077,27700000,100000000,0,100000000,14300000,37800000,100000000,0,88469,17693.8,33962.86404,77963,52,0,0,0,0,264,200,0.079898652,0.059923989,0,5792,794.6666667,1621.125344,2628047.381,0,0,0,0,1,0,0,0,0,851.4285714,40.625,1932.5,264,0,0,0,0,0,0,8,325,6,11595,274,235,1,32,1050,0,1050,1050,100000000,0,100000000,100000000,DoS Hulk
192.168.10.25-23.194.142.5-59832-443-6,23.194.142.5,443,192.168.10.25,59832,6,3/7/2017 11:25,213,2,1,37,6,37,0,18.5,26.1629509,6,6,6,0,201877.9343,14084.50704,106.5,55.86143571,146,67,213,213,0,213,213,0,0,0,0,0,1,0,0,0,64,20,9389.671362,4694.835681,0,37,20,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6,64,0,0,0,0,0,0,2,37,1,6,1006,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-31159-17,192.168.10.19,31159,192.168.10.3,53,17,4/7/2017 4:41,31917,2,2,62,150,31,31,31,0,75,75,75,0,6642.22828,125.3250619,10639,18423.82447,31913,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,62.66253094,62.66253094,31,75,48.6,24.09979253,580.8,0,0,0,0,0,0,0,0,1,60.75,31,75,64,0,0,0,0,0,0,2,62,2,150,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-54.165.125.146-4421-443-6,192.168.10.9,4421,54.165.125.146,443,6,4/7/2017 11:38,307278,6,7,757,4073,426,0,126.1666667,168.9572924,1729,0,581.8571429,727.027608,15718.66518,42.30696633,25606.5,24273.3608,57633,3,249642,49928.4,30663.93113,97285,19784,256234,42705.66667,46394.88618,102941,3,0,0,0,0,132,152,19.52629215,22.78067418,0,1729,345,562.4951282,316400.7692,0,0,0,1,0,0,0,0,1,371.5384615,126.1666667,581.8571429,132,0,0,0,0,0,0,6,757,7,4073,8192,11,3,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-37846-80-6,172.16.0.1,37846,192.168.10.50,80,6,5/7/2017 10:51,99816054,6,7,348,11595,348,0,58,142.0704051,5792,0,1656.428571,1947.638216,119.6500916,0.13023957,8318004.5,28800000,99600000,1,99600000,19900000,44600000,99600000,1,187768,31294.66667,68886.04924,171312,46,0,0,0,0,200,232,0.060110571,0.070128999,0,5792,853.0714286,1566.449413,2453763.764,0,0,0,0,1,0,0,0,1,918.6923077,58,1656.428571,200,0,0,0,0,0,0,6,348,7,11595,251,235,1,32,5,0,5,5,99600000,0,99600000,99600000,DoS Hulk
192.168.10.3-192.168.10.9-53-52154-17,192.168.10.9,52154,192.168.10.3,53,17,5/7/2017 11:28,210,2,2,90,154,45,45,45,0,77,77,77,0,1161904.762,19047.61905,70,37.2424489,113,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9523.809524,9523.809524,45,77,57.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,72.25,45,77,64,0,0,0,0,0,0,2,90,2,154,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-34.227.130.226-52249-443-6,34.227.130.226,443,192.168.10.15,52249,6,6/7/2017 9:40,53,1,1,6,6,6,6,6,0,6,6,6,0,226415.0943,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31200,63878,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-62.210.60.236-34461-443-6,192.168.10.19,34461,62.210.60.236,443,6,7/7/2017 11:28,30645167,54,67,1647,129035,517,0,30.5,105.8988036,2896,0,1925.895522,985.9322021,4264.359205,3.948420317,255376.3917,1554079.557,10000000,0,20800000,392855.5849,1933275.807,10100000,139,30500000,462844.2273,2093734.808,10100000,0,0,0,0,0,1736,2152,1.762104935,2.186315382,0,2896,1071.163934,1196.851243,1432452.899,0,0,0,1,0,0,0,0,1,1080.016529,30.5,1925.895522,1736,0,0,0,0,0,0,54,1647,67,129035,29200,262,5,32,297223.3333,347893.3744,698936,96364,9917832.333,165522.3563,10000000,9727451,BENIGN
192.168.10.3-192.168.10.25-53-63073-17,192.168.10.25,63073,192.168.10.3,53,17,3/7/2017 10:52,62486,2,2,62,162,31,31,31,0,81,81,81,0,3584.802996,64.01433921,20828.66667,36071.11277,62480,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,32.00716961,32.00716961,31,81,51,27.38612788,750,0,0,0,0,0,0,0,0,1,63.75,31,81,40,0,0,0,0,0,0,2,62,2,162,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-195.88.55.30-57600-443-6,192.168.10.14,57600,195.88.55.30,443,6,4/7/2017 4:14,161,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,192546.5839,18633.54037,80.5,44.54772721,112,49,161,80.5,44.54772721,112,49,0,0,0,0,0,0,0,0,0,60,0,18633.54037,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,60,0,0,0,0,0,0,3,31,0,0,63767,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
130.211.33.157-192.168.10.12-443-58306-6,192.168.10.12,58306,130.211.33.157,443,6,5/7/2017 5:00,4074792,5,1,123,46,46,0,24.6,23.27659769,46,46,46,0,41.47450962,1.472467797,814958.4,1791645.864,4019699,4,4074792,1018698,2000815.849,4019699,4,0,0,0,0,0,1,0,0,0,160,32,1.227056498,0.2454113,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46,160,0,0,0,0,0,0,5,123,1,46,334,183,2,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61528-17,192.168.10.3,61528,192.168.10.1,53,17,6/7/2017 11:37,496,1,1,54,82,54,54,54,0,82,82,82,0,274193.5484,4032.258065,496,0,496,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2016.129032,2016.129032,54,82,63.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,95,54,82,20,0,0,0,0,0,0,1,54,1,82,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-195.178.101.237-50447-443-6,192.168.10.8,50447,195.178.101.237,443,6,4/7/2017 9:31,5147219,5,2,123,46,46,0,24.6,23.27659769,46,0,23,32.52691193,32.83326394,1.359957678,857869.8333,1942942.48,4820751,2,5147219,1286804.75,2360337.977,4820751,2,3,3,0,3,3,1,0,0,0,100,40,0.971398342,0.388559337,0,46,26.875,22.82503325,520.9821429,0,1,0,0,1,0,0,0,0,30.71428571,24.6,23,100,0,0,0,0,0,0,5,123,2,46,64148,5510,2,20,0,0,0,0,0,0,0,0,BENIGN
